majority,大多数,
postal,郵便の,
voice,意見,
foreign,外国の,
fieldwork,現地調査,
checklist,一覧表,
keynote,基調講演,
minimum,最小限／最小の,
expertise,専門知識,
flaw,傷／欠陥,
token,しるし,
outcome,結果,
enterprise,企業,
prevent,妨げる,
scholarship,奨学金,
import,輸入する,
amazing,すばらしい,
fortunate,運の良い,
illustrate,説明する,
urgency,緊急,
hesitate,ためらう,
represent,代表する,
surpass,優る,
destination,目的地,
behavior,態度,
proficiency,熟練度,
function,機能,
recreation,気晴らし,
recall,回収する,
beforehand,あらかじめ,
downstairs,階下へ,
sustain,維持する,
translate,翻訳する,
transcript,成績証明書,
confident,確信している,
overcome,克服する,
anymore,もはや,
utility,公共設備／実用性,
allocate,割り当てる,
whereas,…だが一方,
accustom,慣れさせる,
forecast,予報,
resign,辞職する,
reasonable,(価格が)手頃な,
incline,…に気が向く,
spokesperson,代弁者,
utensil,台所用具,
accurate,正確な,
bid,入札／値をつける,
prototype,試作品,
fiscal,会計の,
spectator,観客,
inconvenience,不自由,
income,収入,
situation,状況,
moreover,その上,
fantastic,すばらしい,
detour,迂回路,
amateur,アマチュア,
genre,ジャンル,
thus,したがって,
tend to do,…する傾向がある,
overflow,いっぱいになる,
browse,商品を見て回る,
validate,…だ正しいことを証明する,
examine,調査する,
quote,見積額,
reward,報酬,
typical,典型的な,
guidebook,ガイドブック,
mission,任務,
average,平均の,
asset,有用な人／資産,
usage,使い方,
respectively,それぞれに,
instant,即時の,
archive,記録文書,
vacancy,空席,
enthusiastic,熱意のある,
mere,単なる,
seldom,めったに…ない,
workforce,従業員,
occupy,占有する,
competence,能力,
opposite,逆の,
utilize,利用する,
intensive,短期集中的な,
insight,理解／見識,
skip,省く,
explanation,説明,
devote,ささげる,
discontinue,中止する,
truly,本当に,
kickoff,開始,
entertainment,娯楽,
neutral,中立の,
biography,伝記,
precise,正確な,
factor,要因,
conform,従う,
eventually,結局,
reputation,評判,
curb,縁石／抑制する,
innovative,刷新的な,
malfunction,不調,
crucial,重大な,
prerequisite,必須条件,
reluctant,いやに思う,
principle,原理／原則,
perceive,理解する,
cooperation,協力,
controversial,物議をかもす,
reinforce,強化する,
worldwide,世界中の,
empty,空の,
fundamental,基本的な／必須の,
heritage,文化的遺産,
sensitive,敏感な,
execute,実行する,
gradually,だんだんと,
declare,宣言する,
beside,…のそばに,
struggle,…しようと努力する,
domestic,国内の,
duration,期間,
complicated,複雑な,
maintain,維持する,
origin,起源,
infrastructure,社会基盤,
dramatic,劇的な,
engagement,約束／関与,
calculate,計算する,
installment,(分割払いの)支払い,
population,人口,
manuscript,原稿,
imagine,想像する,
encounter,直面する／経験する,
milestone,段階,
concept,概念／コンセプト,
reimburse,返済する,
freelance,フリーランス,
useful,役に立つ,
excessive,過度の,
absence,欠席／欠如,
reply,返信／返事をする,
shortage,不足,
scope,範囲,
landlord,家主,
background,背景,
bargain,バーゲン品／交渉する,
invaluable,貴重な,
remote,遠い,
cite,(理由や例を)挙げる,
coincidence,偶然の一致,
rapid,速い,
feasible,実行可能な,
streamline,(仕事を)合理化する,
quota,割当量／ノルマ,
attribute,…に原因があると考える,
forthcoming,今度の,
overwhelming,圧倒的な,
adequate,…するのに十分な,
mandatory,義務的な,
redeem,(現金に)換える,
apprenticeship,見習い期間,
culinary,食事の,
applause,拍手／賞賛,
discard,捨てる,
overlook,見落とす,
proceeds,売上高,
aboard,(船や飛行機に)乗って,
adhere,(忠実に)従う,
commission,手数料,
specification,仕様書,
convince,納得させる,
specify,明細に述べる,
disclosure,公開,
projection,予測／見通し,
outlay,出資金,
prohibit,禁止する,
expedite,促進する,
mentor,助言者,
offset,埋め合わせる,
remodel,改造する,
nursery,園芸店,
resolve,解決する,
dismantle,解体する,
chronicle,年代記,
turnout,出席者,
bulk,大部分,
resume,再開する,
inlay,はめ込む,
obstacle,障害物,
retrieve,検索する,
compliance,法令遵守,
undertake,引き受ける,
endeavor,試み,
unload,荷物をおろす,
adopt,採用する,
adapt,適応させる,
abandon,捨てる,
congestion,混雑,
prestigious,一流の,
acclaim,ほめたたえる,
deliberate,故意の,
designate,指名する,
attest,証明する,
stroll,散歩する,
amend,修正する,
praise,賞賛の言葉,
nominate,推薦する,
retain,保持する,
slate,予定する,
novice,初心者,
alternative,代案,
admire,感心する,
gratitude,感謝の気持ち,
compile,編集する,
duplicate,複製する,
affiliate,系列会社,
tailor,合わせて作る,
aspire,熱望する,
tutor,教師,
alike,同様に,
compensate,補う,
periodic,定期的な,
disturb,邪魔をする,
candid,率直な,
anonymous,匿名の,
assure,保証する,
thoroughly,徹底的に,
imprint,刻み込む,
disrupt,中断させる,
afterward,その後で,
originate,生じる,
versatile,多目的な,
bypass,迂回路,
awning,日よけ,
ample,十分な,
contrast,差異／対比する,
fragile,壊れやすい,
coin,(新語を)造り出す,
promptly,遅延なく,
unconventional,型にはまらない,
conditional,条件付きの,
accountable,責任がある,
landmark,歴史的な建物,
steep,急な／大幅な,
await,待つ,
intermittent,断続的な,
pursue,追求する,
exposition,説明／展示会,
cozy,居心地の良い,
overhaul,改善,
rundown,手短な報告,
roundup,総括,
